TimestepsSoFar,ESSRenyiHarmonic,InitialReturnMin,OptimizationReturnMax,MaxIW,ReturnStepMaxmin,Bound,EmpiricalD2Arithmetic,TimeElapsed,EpRewMean,StdIW,Inner Iteration,OptimizationReturnMin,EpLenMean,Epsilon,EmpiricalD2Harmonic,OptimizationReturnMean,MeanIW,InitialBound,MeanEntropy,InitialReturnStd,VarianceInitializer,MeanD2-0,ReturnMeanIW,MinTargetPdf,InitialReturnMax,MinIW,StdWReturnMean,LearnableVariance,EpThisIter,MinBehavPdf,Iteration,Penalization,InitialReturnMean,ReturnStepMax,EpisodesSoFar,WReturnMean,DivergenceHarmonic,ESSRenyiArithmetic
279883,0.003456957,9.981955,4988.221,7.123029,10.0,-4.1864615e+21,14463.588,66.76474380493164,1557.2536980508798,1.0763521,4,,156.76,1.0,14463.588,1547.2719,0.31372333,-4.1864615e+21,0.4189424,879.08636,-1.0,14463.588,879320.1,-195.22403,4998.203,3.7887537e-11,,,50,-186.0127,8,True,1557.2538,10.0,3700,879320.1,4.2124023e+30,0.003456957
288252,0.005178605,9.984443,4209.366,16.835571,10.0,-1.4095908e+21,9655.109,69.32198524475098,1663.2423088045036,2.778216,5,,167.38,1.0,9655.109,1653.2579,0.8124735,-1.4095908e+21,0.4189424,1046.5022,-1.0,9655.109,997022.6,-211.66853,4219.3506,9.460262e-09,,,50,-202.43045,8,True,1663.2423,10.0,3750,997022.6,9.403617e+29,0.005178605
296839,0.00012285754,389.7226,3549.651,125.532585,10.0,-inf,406975.4,72.1270809173584,1706.8367088697198,17.778181,6,,171.74,1.0,406975.4,1317.114,3.1241436,-inf,0.4189424,920.33875,-1.0,406975.4,1994438.0,-166.32683,3939.3735,1.6674928e-09,,,50,-156.22086,8,True,1706.8365,10.0,3800,1994438.0,inf,0.00012285754
303268,0.00078810035,,3119.2754,143.107,10.0,-4.688894e+23,63443.7,75.1145031452179,1275.2940966594965,21.23437,7,,128.58,1.0,63443.695,1275.2941,4.6067696,-4.688894e+23,0.4189424,818.1936,-1.0,63443.7,2447242.5,-145.76462,3119.2754,7.434085e-10,,,50,-135.96939,8,True,1275.2941,10.0,3850,2447242.5,3.483511e+35,0.0007881003
310625,0.009131103,9.980327,3288.7546,560.9736,10.0,-6.395241e+20,5475.79,77.64149785041809,1460.8514250554194,79.83354,8,,147.14,1.0,5475.79,1450.8711,15.099185,-6.395241e+20,0.4189424,902.4556,-1.0,5475.79,19655696.0,-141.81818,3298.7349,9.414325e-09,,,50,-139.16635,8,True,1460.8516,10.0,3900,19655696.0,5.181022e+29,0.009131103
319888,0.00031738172,,4278.8257,59.037376,10.0,-inf,157539.0,80.82442927360535,1841.9947356501727,8.267221,9,,185.26,1.0,157539.0,1841.9946,1.361762,-inf,0.4189424,1094.667,-1.0,157539.0,2776147.8,-204.00012,4278.8257,1.802149e-11,,,50,-194.33331,8,True,1841.9946,10.0,3950,2776147.8,inf,0.00031738172
328691,0.00022541272,19.961239,4308.7583,7657.3438,10.0,-inf,221815.36,83.53964734077454,1750.0077058712868,1072.289,10,,176.06,1.0,221815.34,1730.0464,162.92554,-inf,0.4189424,1060.092,-1.0,221815.36,71961440.0,-186.41336,4328.7197,1.9982158e-12,,,50,-183.26245,8,True,1750.0077,10.0,4000,71961440.0,inf,0.0002254127
335627,50.0,29.949238,2948.923,70864.016,10.0,-5358746400000000.0,1.0,85.74641108512878,1376.6108454307239,10041.075,1,,138.72,1.0,1.0,1346.6616,2040.49,-3219554.8,0.4189424,774.5706,-1.0,1.0,14496377000.0,-141.74283,2978.8723,0.01647676,,,50,-141.74283,9,True,1376.611,10.0,4050,2495017.0,5.4702577e+19,50.0
343738,3.0990543e-07,369.62994,4628.8887,49.810886,10.0,-inf,161339540.0,88.74303007125854,1611.819884231135,6.9845676,2,,162.22,1.0,161339540.0,1242.19,1.2574532,-inf,0.4189424,1026.1365,-1.0,161339540.0,1885103.8,-252.12154,4998.5186,1.2132943e-17,,,50,-244.61781,9,True,1611.8198,10.0,4100,1885103.8,inf,3.0990543e-07
350199,1.0457362e-12,29.952589,4968.132,159.67662,9.999999,-inf,47813208000000.0,91.56033849716187,1281.8493821116174,23.31004,3,,129.22,1.0,47813208000000.0,1251.8969,5.033835,-inf,0.4189424,1022.166,-1.0,47813208000000.0,19481372.0,-224.27328,4998.0845,1.2329637e-12,,,50,-213.58429,9,True,1281.8492,9.999999,4150,19481372.0,inf,1.0457362e-12
357791,4.256983e-11,39.932312,4948.612,4.43421,10.0,-inf,1174540800000.0,94.39120388031006,1507.8292100085255,0.7619154,4,,151.84,1.0,1174540800000.0,1467.897,0.23059359,-inf,0.4189424,1172.9711,-1.0,1174540800000.0,133726.83,-214.66333,4988.544,2.8782385e-15,,,50,-208.19144,9,True,1507.8292,10.0,4200,133726.83,inf,4.256983e-11
363602,2.2332189e-07,,3609.2117,7.7590404,10.0,-inf,223892060.0,96.86071348190308,1151.688942900851,1.3331639,5,,116.22,1.0,223892060.0,1151.689,0.44145343,-inf,0.4189424,820.1031,-1.0,223892060.0,1182810.8,-157.771,3609.2117,1.3686245e-12,,,50,-158.33824,9,True,1151.689,10.0,4250,1182810.8,inf,2.2332189e-07
370324,1.6713297e-10,19.960817,3048.6655,131.49278,10.0,-inf,299163000000.0,99.26869893074036,1333.8020061357959,19.362911,6,,134.44,1.0,299163000000.0,1313.8413,4.220099,-inf,0.4189424,775.1649,-1.0,299163000000.0,6619425.0,-150.1113,3068.6265,5.4870154e-16,,,50,-141.35068,9,True,1333.8019,10.0,4300,6619425.0,inf,1.6713297e-10
377051,3.6640876e-07,359.63812,4639.5425,170.38516,10.0,-inf,136459620.0,101.77792978286743,1335.068696928612,23.846405,7,,134.54,1.0,136459620.0,975.43054,3.4617012,-inf,0.4189424,1055.7979,-1.0,136459620.0,5186823.5,-232.50816,4999.1807,7.943113e-12,,,50,-219.7288,9,True,1335.0687,10.0,4350,5186823.5,inf,3.6640876e-07
383469,2.2489437e-09,9.979853,4199.15,42.91216,10.0,-inf,22232660000.0,104.29030203819275,1273.034043861914,8.257707,8,,128.36,1.0,22232660000.0,1263.0542,2.0315294,-inf,0.4189424,1008.7181,-1.0,22232660000.0,815426.0,-163.57607,4209.13,1.9841485e-12,,,50,-160.88684,9,True,1273.034,10.0,4400,815426.0,inf,2.2489437e-09
389718,1.3250951e-06,9.9793415,3119.2493,27.226728,9.999999,-inf,37733140.0,106.6605019569397,1239.2596683131896,3.8123205,9,,124.98,1.0,37733140.0,1229.2803,0.7313988,-inf,0.4189424,773.21594,-1.0,37733140.0,1087940.8,-152.75496,3129.2285,3.649463e-12,,,50,-147.98615,9,True,1239.2598,9.999999,4450,1087940.8,inf,1.3250951e-06
396553,2.9928092e-08,79.91119,4679.13,4.553099,10.0,-inf,1670671200.0,109.23388624191284,1356.4032083009897,0.80130756,10,,136.7,1.0,1670671200.0,1276.492,0.20782737,-inf,0.4189424,892.15515,-1.0,1670671200.0,545653.2,-203.48378,4759.041,5.355114e-13,,,50,-198.80754,9,True,1356.4031,10.0,4500,545653.2,inf,2.9928092e-08
402493,50.0,89.849915,3648.6985,118.30904,10.0,-49556107000.0,1.0,111.4560158252716,1177.4503574351336,17.508942,1,,118.8,1.0,1.0,1087.6003,7.585054,-3336340.5,0.4189424,899.30426,-1.0,1.0,18925424.0,-157.45963,3738.5483,0.05880241,,,50,-157.45963,10,True,1177.4504,10.0,4550,2195137.5,1884264600.0,50.0
409404,0.09579312,39.929962,4089.5056,55.04232,10.0,-1.2892856e+17,521.9581,113.81951022148132,1371.6944005428622,9.128643,2,,138.22,1.0,521.9581,1331.7645,2.6905472,-1.2892856e+17,0.4189424,918.3827,-1.0,521.9581,5156770.0,-186.60663,4129.4355,1.2443454e-06,,,50,-183.52216,10,True,1371.6946,10.0,4600,5156770.0,8.574855e+21,0.09579312
416511,0.0010082775,9.982065,4988.2236,17.857904,10.0,-2.6217954e+24,49589.523,116.70123052597046,1411.0745627783524,3.129819,3,,142.14,1.0,49589.523,1401.0925,1.2310274,-2.6217954e+24,0.4189424,1015.8453,-1.0,49589.523,1996965.5,-215.82672,4998.2056,1.900312e-06,,,50,-212.78828,10,True,1411.0746,10.0,4650,1996965.5,1.652085e+36,0.0010082775
423268,0.06470303,19.965218,3329.6328,87.412834,9.999999,-6.501705e+17,772.7612,119.66522169113159,1340.9112569293188,12.641316,4,,135.14,1.0,772.7613,1320.946,3.5544274,-6.501705e+17,0.4189424,770.53156,-1.0,772.7612,13491005.0,-140.86234,3349.5981,4.018281e-07,,,50,-141.39996,10,True,1340.9113,9.999999,4700,13491005.0,5.0370344e+23,0.06470304
429715,0.00040975577,19.960388,4568.502,153.04254,10.0,-inf,122023.91,122.14260673522949,1278.9591525837154,22.333096,5,,128.94,1.0,122023.91,1258.9988,6.274702,-inf,0.4189424,890.4357,-1.0,122023.91,11127471.0,-198.4685,4588.4624,1.7236791e-06,,,50,-199.80289,10,True,1278.9592,10.0,4750,11127471.0,inf,0.00040975577
437155,0.015740253,9.981388,3829.6177,22.797434,10.0,-3.1501342e+20,3176.5688,124.92903423309326,1477.5166039031765,4.7266445,6,,148.8,1.0,3176.5688,1467.5353,1.9893857,-3.1501342e+20,0.4189424,826.97534,-1.0,3176.5688,2455970.5,-164.28838,3839.599,8.037811e-06,,,50,-159.02213,10,True,1477.5167,10.0,4800,2455970.5,6.848664e+28,0.015740253
444968,0.054058734,79.87027,4498.058,30.868877,10.0,-5.030639e+18,924.91986,128.25577044487,1552.065151704781,5.948359,7,,156.26,1.0,924.9199,1472.1948,1.9064249,-5.030639e+18,0.4189424,894.9774,-1.0,924.91986,8290864.0,-204.87608,4577.928,5.0344643e-06,,,50,-203.45175,10,True,1552.0653,10.0,4850,8290864.0,8.6429424e+24,0.054058738
451485,0.22059152,69.897064,4928.112,762689860.0,9.999999,-6916077400000000.0,226.66331,130.3095507621765,1293.1323847477045,145676160.0,8,,130.34,1.0,226.6633,1223.2354,34219364.0,-8587407500000000.0,0.4189424,777.48816,-1.0,226.66331,110287655000000.0,-192.5584,4998.009,0.96791786,,,50,-190.53459,10,True,1293.1324,9.999999,4900,2671225.0,1.1134231e+19,0.2205915
455592,1.2632548,49.912746,2399.1458,159233920000.0,9.999998,-2.0472283e+22,39.5803,132.15952348709106,811.0087492615037,22281415000.0,9,,82.14,1.0,39.5803,761.096,3380768300.0,-15235993000000.0,0.4189424,505.8628,-1.0,39.5803,1.9821186e+16,-101.71736,2449.0586,0.76668423,,,50,-104.081245,10,True,811.0087,9.999998,4950,14082545.0,1.7475364e+33,1.2632548
459005,2.6709785e-20,39.929226,2778.857,1.112428,9.999998,-inf,1.8719731e+21,133.7239580154419,672.4148572379792,0.20421481,10,,68.26,1.0,1.8719731e+21,632.48566,0.041578654,-inf,0.4189424,415.50067,-1.0,1.8719731e+21,104.822845,-154.90231,2818.7861,5.797479e-23,,,50,-137.95068,10,True,672.41486,9.999998,5000,104.822845,inf,2.6709785e-20
462787,50.0,59.890842,2939.321,416278.5,9.999999,-3.1497803e+18,1.0,135.1773099899292,746.170976088973,61513.62,1,,75.64,1.0,1.0,686.28015,17574.266,-1512891.8,0.4189424,470.8053,-1.0,1.0,6699862500.0,-129.25346,2999.212,0.0033127514,,,50,-129.25346,11,True,746.171,9.999999,5050,778428.7,1.8391758e+25,50.0
469360,3.2228242e-10,19.965744,3249.21,5232.1636,10.0,-inf,155143420000.0,137.9960024356842,1304.1804235601903,732.40283,2,,131.46,1.0,155143420000.0,1284.2147,105.49673,-inf,0.4189424,746.5132,-1.0,155143420000.0,29581382.0,-156.55045,3269.1758,6.2125436e-19,,,50,-144.79167,11,True,1304.1804,10.0,5100,29581382.0,inf,3.2228242e-10
476402,4.0589704e-08,9.983459,4989.306,12.735527,10.0,-inf,1231839500.0,140.54242515563965,1398.2011390158414,1.7817172,3,,140.84,1.0,1231839500.0,1388.2177,0.27295572,-inf,0.4189424,869.41656,-1.0,1231839500.0,310418.16,-226.25237,4999.2896,3.6403586e-18,,,50,-212.06236,11,True,1398.2013,10.0,5150,310418.16,inf,4.0589704e-08
482236,2.7610585e-09,359.68988,2509.6113,2170.6318,10.0,-inf,18108998000.0,143.04092383384705,1156.4525524651594,303.79193,4,,116.68,1.0,18108998000.0,796.76263,44.19346,-inf,0.4189424,672.41455,-1.0,18108998000.0,16339949.0,-148.77122,2869.3013,1.6518324e-21,,,50,-130.33737,11,True,1156.4525,10.0,5200,16339949.0,inf,2.7610585e-09
488288,1.0826319e-08,349.62042,2320.1108,0.03187898,9.999999,-inf,4618374700.0,145.5943033695221,1200.0046810103001,0.006688849,5,,121.04,1.0,4618374700.0,850.3842,0.002056573,-inf,0.4189424,625.4998,-1.0,4618374700.0,569.4952,-133.44606,2669.7312,6.072005e-21,,,50,-110.17076,11,True,1200.0046,9.999999,5250,569.4952,inf,1.0826319e-08
493974,3.3065123e-10,9.981143,3959.5227,123.30853,10.0,-inf,151216730000.0,148.10857152938843,1126.8453224476877,17.419945,6,,113.72,1.0,151216730000.0,1116.8643,3.0707831,-inf,0.4189424,763.09357,-1.0,151216730000.0,1244364.4,-147.49448,3969.504,1.481723e-19,,,50,-140.74306,11,True,1126.8453,10.0,5300,1244364.4,inf,3.3065123e-10
500926,1.5666732e-10,69.894,4439.1245,4616.6987,9.999999,-inf,319147600000.0,150.9426085948944,1379.9853999447264,646.33203,7,,139.04,1.0,319147600000.0,1310.0914,92.37457,-inf,0.4189424,885.35266,-1.0,319147600000.0,21278278.0,-190.23816,4509.0186,1.4832336e-18,,,50,-170.43907,11,True,1379.9855,9.999999,5350,21278278.0,inf,1.5666732e-10
507042,8.573679e-10,49.912857,3509.1436,2.055251,10.0,-inf,58318020000.0,152.8058478832245,1212.8550977392788,0.3171547,8,,122.32,1.0,58318020000.0,1162.9423,0.06987836,-inf,0.4189424,665.53625,-1.0,58318020000.0,38142.785,-180.93132,3559.0564,5.798893e-16,,,50,-165.78772,11,True,1212.8551,10.0,5400,38142.785,inf,8.573679e-10
513460,1.4306575e-10,399.78418,2189.8657,1.6945614,10.0,-inf,349489660000.0,155.0547366142273,1273.2244239783365,0.29996982,9,,128.36,1.0,349489660000.0,873.4402,0.07057078,-inf,0.4189424,586.9792,-1.0,349489660000.0,31288.957,-108.68143,2589.65,6.425321e-19,,,50,-101.08036,11,True,1273.2245,10.0,5450,31288.957,inf,1.4306575e-10
519115,5.081053e-09,9.982588,4079.4917,1.6235813,10.0,-inf,9840480000.0,157.12142062187195,1120.6707646046855,0.2610768,10,,113.1,1.0,9840480000.0,1110.6882,0.065431446,-inf,0.4189424,727.42145,-1.0,9840480000.0,33584.65,-204.86743,4089.4744,1.0880302e-24,,,50,-177.2786,11,True,1120.6708,10.0,5500,33584.65,inf,5.081053e-09
526060,50.0,399.75104,4449.095,10141446.0,10.0,-4.631413e+21,1.0,159.5516426563263,1378.6398729619384,1417848.6,1,,138.9,1.0,1.0,978.88885,234272.94,-4592737.0,0.4189424,878.8546,-1.0,1.0,4820138700000.0,-220.87003,4848.846,0.22818813,,,50,-220.87003,12,True,1378.6399,10.0,5550,2673033.5,5.8205583e+30,50.0
533267,7.997365e-09,319.6905,3559.8865,0.41686836,10.0,-inf,6252059000.0,162.46929001808167,1430.776571322791,0.05906098,2,,144.14,1.0,6252059000.0,1111.086,0.011720244,-inf,0.4189424,809.8687,-1.0,6252059000.0,45415.55,-170.2171,3879.577,4.597487e-13,,,50,-158.92778,12,True,1430.7766,10.0,5600,45415.55,inf,7.997365e-09
539698,8.583323e-08,39.93406,4198.0957,7.662854,9.999999,-inf,582525000.0,164.8128538131714,1275.5944970102137,1.0781139,3,,128.62,1.0,582525000.0,1235.6605,0.18328421,-inf,0.4189424,882.75934,-1.0,582525000.0,37220.72,-205.19458,4238.03,1.7980134e-13,,,50,-190.52112,12,True,1275.5945,9.999999,5650,37220.72,inf,8.583323e-08
547851,6.644652e-10,,4017.9478,0.9548166,10.0,-inf,75248484000.0,167.70094752311707,1619.973688642843,0.18246266,4,,163.06,1.0,75248484000.0,1619.9738,0.047458798,-inf,0.4189424,958.0075,-1.0,75248484000.0,96519.234,-187.84912,4017.9478,2.8682235e-13,,,50,-178.25313,12,True,1619.9738,10.0,5700,96519.234,inf,6.644652e-10
556079,1.5313542e-09,39.945145,4958.9863,4.8793616,10.0,-inf,32650840000.0,170.83373403549194,1635.1326963240444,0.7161992,5,,164.56,1.0,32650840000.0,1595.1875,0.13396142,-inf,0.4189424,1096.3903,-1.0,32650840000.0,173285.14,-210.79173,4998.9316,1.6032366e-12,,,50,-199.19684,12,True,1635.1327,10.0,5750,173285.14,inf,1.5313542e-09
563687,1.3697539e-08,,4229.221,2012.1602,10.0,-inf,3650291000.0,173.60093522071838,1510.9765493740313,281.57858,6,,152.16,1.0,3650290700.0,1510.9766,41.71102,-inf,0.4189424,971.7076,-1.0,3650291000.0,61637544.0,-240.55411,4229.221,3.0698854e-13,,,50,-227.56415,12,True,1510.9766,10.0,5800,61637544.0,inf,1.3697538e-08
572080,1.3539973e-08,19.96339,4978.1626,15.530849,10.0,-inf,3692769500.0,176.82179522514343,1668.1851106056588,2.3926866,7,,167.86,1.0,3692769500.0,1648.2217,0.5257891,-inf,0.4189424,1205.6205,-1.0,3692769500.0,1437000.9,-220.77628,4998.126,7.356723e-12,,,50,-207.95857,12,True,1668.1852,10.0,5850,1437000.9,inf,1.3539973e-08
580877,1.321168e-09,19.964739,4388.3345,1.2010344,10.0,-inf,37845303000.0,180.0587601661682,1748.7186589125386,0.17553683,8,,175.94,1.0,37845303000.0,1728.754,0.036263768,-inf,0.4189424,1026.4717,-1.0,37845303000.0,30101.982,-214.93643,4408.2993,1.0745057e-16,,,50,-196.55168,12,True,1748.7188,10.0,5900,30101.982,inf,1.321168e-09
588970,4.8218162e-08,29.94679,4378.686,13934.484,9.999999,-inf,1036953660.0,183.00150346755981,1607.9685849852933,1950.4517,9,,161.86,1.0,1036953660.0,1578.0217,282.6208,-inf,0.4189424,931.60297,-1.0,1036953660.0,394805730.0,-201.01648,4408.633,8.1015343e-13,,,50,-188.19458,12,True,1607.9686,9.999999,5950,394805730.0,inf,4.8218162e-08
596875,8.607307e-10,39.930878,4609.3086,1.6234636,10.0,-inf,58090172000.0,186.02440118789673,1570.3460405617893,0.22723511,10,,158.1,1.0,58090177000.0,1530.4152,0.03798275,-inf,0.4189424,1081.4802,-1.0,58090172000.0,3149.9067,-219.82724,4649.2393,9.340852e-16,,,50,-212.35822,12,True,1570.3461,10.0,6000,3149.9067,inf,8.6073076e-10
604552,50.0,309.75958,4078.8508,419706.7,10.0,-2.46498e+22,1.0,189.00814151763916,1524.7909532860733,61025.31,1,,153.54,1.0,1.0,1215.0315,11340.796,-4891808.0,0.4189424,997.1182,-1.0,1.0,89234145000.0,-200.67796,4388.6104,0.08348045,,,50,-200.67796,13,True,1524.7911,10.0,6050,3319232.0,2.4570272e+32,50.0
612835,7.6225283e-06,19.962425,4209.1597,9.685057,10.0,-inf,6559503.5,192.27010035514832,1645.9861457383622,1.3686534,2,,165.66,1.0,6559503.5,1626.0238,0.32708657,-inf,0.4189424,1179.6992,-1.0,6559503.5,210763.27,-181.13469,4229.122,1.7518008e-11,,,50,-173.63719,13,True,1645.9862,10.0,6100,210763.27,inf,7.6225283e-06
619843,0.00019700779,19.967705,4128.592,4.534725,10.0,-inf,253797.08,195.27383255958557,1391.025652156536,0.8724011,3,,140.16,1.0,253797.08,1371.058,0.2253866,-inf,0.4189424,911.8371,-1.0,253797.08,158920.17,-162.41086,4148.5596,8.634309e-13,,,50,-149.60178,13,True,1391.0258,10.0,6150,158920.17,inf,0.00019700779
627706,6.9532593e-06,309.7834,4458.665,933835.06,10.0,-inf,7190873.0,198.0292453765869,1561.9304417436222,130736.87,4,,157.26,1.0,7190872.5,1252.147,18676.963,-inf,0.4189424,976.8189,-1.0,7190873.0,76915880000.0,-230.53084,4768.448,5.334307e-17,,,50,-216.02394,13,True,1561.9304,10.0,6200,76915880000.0,inf,6.953259e-06
635903,5.559317e-05,259.8619,3728.7397,163.5774,9.999999,-inf,899391.06,201.0267050266266,1628.7222789889388,22.905119,5,,163.94,1.0,899391.06,1368.8605,3.9937932,-inf,0.4189424,989.2926,-1.0,899391.06,3419275.5,-178.66736,3988.6016,2.780317e-13,,,50,-167.4028,13,True,1628.7223,9.999999,6250,3419275.5,inf,5.559317e-05
642769,1.5141558e-09,,4777.6094,133.87773,10.0,-inf,33021700000.0,203.86769104003906,1362.5957902806906,19.920126,6,,137.32,1.0,33021700000.0,1362.5958,4.014732,-inf,0.4189424,881.8886,-1.0,33021700000.0,7527846.5,-249.80884,4777.6094,1.3174592e-12,,,50,-236.13118,13,True,1362.5958,10.0,6300,7527846.5,inf,1.5141558e-09
651058,5.9549748e-05,9.980837,3999.2637,41.873993,10.0,-inf,839634.2,207.21656608581543,1647.172100078566,7.571657,7,,165.78,1.0,839634.1,1637.1913,1.7736366,-inf,0.4189424,1051.0662,-1.0,839634.2,5350263.5,-198.84573,4009.2446,2.3332497e-10,,,50,-188.81879,13,True,1647.172,10.0,6350,5350263.5,inf,5.9549744e-05
659171,1.824244e-05,,4998.701,106.16892,10.0,-inf,2740861.5,210.3834991455078,1612.2134306368673,15.080756,8,,162.26,1.0,2740861.5,1612.2134,3.1032915,-inf,0.4189424,1257.4485,-1.0,2740861.5,1157622.1,-209.86542,4998.701,8.45319e-16,,,50,-195.90921,13,True,1612.2134,10.0,6400,1157622.1,inf,1.824244e-05
667503,2.7539923e-05,19.962421,4978.4336,824.4731,9.999998,-inf,1815546.1,213.36641240119934,1655.8751929387442,115.40545,9,,166.64,1.0,1815546.1,1635.9128,16.643568,-inf,0.4189424,1080.491,-1.0,1815546.1,8630050.0,-226.87091,4998.396,1.2556795e-14,,,50,-218.13812,13,True,1655.8751,9.999998,6450,8630050.0,inf,2.7539923e-05
675355,0.00013719291,9.9839735,4158.7046,118.22964,10.0,-inf,364450.3,216.24423480033875,1559.7802237916899,18.831835,10,,157.04,1.0,364450.3,1549.7963,4.8200755,-inf,0.4189424,940.61804,-1.0,364450.3,18461138.0,-172.8472,4168.6885,8.2872056e-13,,,50,-163.20831,13,True,1559.7803,10.0,6500,18461138.0,inf,0.00013719291
685356,50.0,319.7825,4679.18,129015820.0,10.0,-7.1443145e+21,1.0,220.06641149520874,1990.0617574329908,18060874.0,1,,200.02,1.0,1.0,1670.2794,2589936.5,-7632366.5,0.4189424,1277.3434,-1.0,1.0,35306175000000.0,-226.02695,4998.963,0.002518978,,,50,-226.02695,14,True,1990.0615,10.0,6550,5591951.5,1.2260065e+31,50.0
695211,5.8146173e-07,,4998.556,86.27769,10.0,-inf,85990184.0,223.9093255996704,1960.6216919733806,13.885019,2,,197.1,1.0,85990184.0,1960.6217,2.9766471,-inf,0.4189424,1118.5156,-1.0,85990184.0,649727.8,-193.63943,4998.556,2.1694068e-12,,,50,-191.96294,14,True,1960.6217,10.0,6600,649727.8,inf,5.8146173e-07
704289,2.930798e-06,,4998.0723,28.815248,9.999999,-inf,17060200.0,228.0437216758728,1805.2247657480289,4.650987,3,,181.56,1.0,17060200.0,1805.2247,1.3215634,-inf,0.4189424,1041.9734,-1.0,17060200.0,504854.16,-202.38446,4998.0723,2.041742e-13,,,50,-196.5811,14,True,1805.2247,9.999999,6650,504854.16,inf,2.930798e-06
713617,2.5427784e-07,269.7522,3488.7947,69.32885,10.0,-inf,196635300.0,231.67186617851257,1855.047166822965,10.182107,4,,186.56,1.0,196635300.0,1585.2948,2.0303009,-inf,0.4189424,747.2623,-1.0,196635300.0,3786132.8,-181.7447,3758.5469,2.0342541e-14,,,50,-167.69708,14,True,1855.0472,10.0,6700,3786132.8,inf,2.5427784e-07
723310,3.6396918e-07,579.5439,4419.552,33.654785,10.0,-inf,137374270.0,235.1664924621582,1928.2590278711982,6.5452247,5,,193.86,1.0,137374270.0,1348.715,1.8751408,-inf,0.4189424,944.2111,-1.0,137374270.0,1391214.5,-207.72566,4999.0957,1.2318395e-13,,,50,-206.43791,14,True,1928.2589,10.0,6750,1391214.5,inf,3.6396918e-07
732858,2.6430641e-06,,4998.2803,1328.3138,10.0,-inf,18917438.0,238.42235946655273,1899.3796913867648,186.5042,6,,190.96,1.0,18917438.0,1899.3796,29.948391,-inf,0.4189424,995.4831,-1.0,18917438.0,196033140.0,-203.36514,4998.2803,4.6605664e-11,,,50,-200.19598,14,True,1899.3796,10.0,6800,196033140.0,inf,2.6430641e-06
740761,1.280463e-07,39.93003,3179.0566,225.5756,10.0,-inf,390483780.0,241.13554453849792,1570.0788334839008,47.106316,7,,158.06,1.0,390483780.0,1530.1489,14.261776,-inf,0.4189424,690.0745,-1.0,390483780.0,44850250.0,-173.00244,3218.9866,6.3535906e-11,,,50,-162.4638,14,True,1570.0789,10.0,6850,44850250.0,inf,1.280463e-07
749066,1.0316254e-05,9.981654,4248.9707,580.50104,10.0,-inf,4846720.5,243.89121913909912,1650.4774423283661,96.923836,8,,166.1,1.0,4846720.5,1640.4957,20.824457,-inf,0.4189424,822.1396,-1.0,4846720.5,170540780.0,-195.92648,4258.952,6.754949e-13,,,50,-185.34213,14,True,1650.4773,10.0,6900,170540780.0,inf,1.0316254e-05
758850,1.5857473e-06,29.940048,4968.692,11191.292,9.999999,-inf,31530874.0,247.25480818748474,1946.3580916140586,1566.2001,9,,195.68,1.0,31530874.0,1916.418,235.28218,-inf,0.4189424,929.4367,-1.0,31530874.0,173459470.0,-227.06844,4998.632,7.70484e-12,,,50,-218.2111,14,True,1946.3579,9.999999,6950,173459470.0,inf,1.5857473e-06
767310,1.2265853e-06,309.79163,3239.5112,162.35333,10.0,-inf,40763576.0,250.19009280204773,1681.4278658667233,27.130129,10,,169.2,1.0,40763576.0,1371.6362,6.110047,-inf,0.4189424,745.62665,-1.0,40763576.0,2968946.2,-167.83615,3549.3027,4.1392658e-12,,,50,-157.60205,14,True,1681.4279,10.0,7000,2968946.2,inf,1.2265853e-06
777370,50.0,309.7237,4568.9473,2298.678,10.0,-29287733000.0,1.0,253.79879784584045,2001.4649815829687,333.74387,1,,201.2,1.0,1.0,1691.7412,91.964676,-6593089.5,0.4189424,802.3898,-1.0,1.0,335439940.0,-221.16977,4878.671,0.08956452,,,50,-221.16977,15,True,2001.465,10.0,7050,4649691.0,221947900.0,50.0
